"positive","I liked a  video "
"neutral","Grad ne Mischung aus Nicolas Cage und DJ Bobo gesehen. Überlegen ob DJ Cage oder Nicolas Bobo besser klingt."
"neutral"," sorry, etwas verunglückter Eindruck! Bei Fragen der Grünen &amp; Piraten fragen halt diese nach. Wir bei unseren Fragen, Linke ebenso"
"positive","Schon August ey! Nächsten Monat kommt auch #Hinterland von  vor freude kommt aus meinem hintern land!"
"positive"," hahah. Habs n Georg auch schon vorgeschlagen für Montag aber er will sich net lächerlich machen xD"
"neutral","RT : ""Hallo, würde gerne diesen Ring kaufen"" ""Mein Schatz"" ""Und was ist mit dem hier?"" ""Meein Schaaatz"" ""Und d...?"" ""Alles meins...…"
"negative","Treffpunkt: 17:45 Uhr. Fahrt Dauer: 5 min. Das Training beginnt um 18:30 Uhr. Ich hasse es."
"neutral","RT : Noch nicht entschieden: Mehrwertsteuer-Erhöhung in #Japan "
"neutral","Beziehungsstatus: Oma will mich mit einer von Sturm der Liebe verkuppeln."
"positive","Solange der Herbst warm ist, kann er mir nichts anhaben! "
"neutral"," cool xD bitte anwort mich. warum sag man ""staatangehörigkeit"" wenn du nationalität auch sagen kannst ? xDsry for ma deutsch D:"
"positive","RT : im not gone lie im wide awoke , lol"
"neutral","“New French Manicure” heißt der neueste Nagellack-Trend, bei dem zwei Kontrastfarben wie etwa Glitter und... "
"positive","Witzige Auseinandersetzung mit Neurosen. mlG. Kurt ( "
"neutral",": Einmal #Neuland, bitte! "
"positive","Ich liebe harten, schnellen Rhytmus! K den. #Pokeymahn"
"negative"," Sowas macht nur unglücklich. Wichtiger sind doch die, die bleiben, oder?"
"neutral","SPD: Große Koalition? Hilfe! "
"neutral","Bitte einmal Petitio unterschreiben und retweeten. Chinesen halten lebendige Tiere im luftdichten Beuteln als Trend. "
"neutral"," Nein ... nehm's mir aber mal vor, aber wird wohl noch länger dauern. Selbst?"
"negative"," Die gegenwärtig herrschende Gewalt ist m. E. sehr wohl ein Problem. Und vor allem wenig konstruktiv in der Sache. #lampedusahh"
"neutral","ladyBi: ich reite auf einen geilen Schwanz......und blass ihn erstmal richtig "
"positive"," Daumen sind gedrückt...und verrückt? Nö. Für mich klingt das ganz normal :)"
"positive","#Taunus -Gourmet: Die selbstgesammelten Kastanien frisch auf dem Grill rösten...! So kann #Herbst Spaß machen."
"neutral","Guter Artikel mit einem nachdenkenswertem Video: .:Im Zeitalter von Big Data: Wir wollen nicht "
"neutral","Hoffenheim - Leverkusen wird nicht wiederholt "
"positive"," Hab schon genug zu tun. ;-) Aber sag mal, was geantwortet wurde :-) "
"neutral","#Bin Single aus Kufstein "
"neutral","Little People Flugzeug Feuerwehr Bus: Ratingen | Verkaufe Little People Set bestehend aus dem Flugzeug, Bus un... "
"negative","R.I.P. Minka &lt;3 gestern Nachmittag kam unsere Bärenwaldkatze Minka durch einen tragischen Unfall ums Leben.... "
"neutral","Aus Sorge um die Quote: "": #ARD-Programmdirektor verhindert ""#Brennpunkt"" zur Späh-Affäre "
"neutral","  ad 1) er hat das sicher nicht aus strategischem Kalkül gemacht ad 2) er duzt alle und ""Sag frank zu mir"" ist er."
"neutral","Griechenlands Küstenwache rettet 15 Flüchtlinge "
"neutral","Weshalb können wir von 8 Milliarden #gez-Steuer nicht einen ordentlichen Batzen für unabhängigen Journalismus nutzen? "
"neutral","Niemand weiß, wie weit seine Kräfte gehen, bis er sie versucht hat. Johann Wolfgang von Goethe"
"neutral","Hui. Ordentlicher Absturz #bitcoin "
"negative","Interessent wollte 15 Prozent Nachlass auf mein Angebot. Wie soll ich das bitte bewerkstelligen? :-(( "
"neutral","Wieso der nicht gleich dießen Casablanca-Trick angewendet hat, wäre jetzt wohl zu rational gefragt #SchleFaZ"
"neutral","RT : Dafür. Muss. Man. Keine. Ganzen. Sätze. Formulieren. Können. Ihre. Bundeswehr. "
"neutral","FÄLSCHUNG: Kunsthandel mit einer spannenden Geschichte verbunden. Liebe, Abenteuer, Fernweh! "
"neutral","Umzug. Arbeitsplatz steht! "
"neutral","Drogen, Drohungen und Gewalt: Möglichen Konkurrenten auf dem Oranienburger Drogenmarkt machte Kevin... "
"neutral","Pressemitteilung: NPD-Vorsitzender attackiert Gegenkundgebung, Polizei zerstört Transparent mit... "
"neutral","Wettertrend 04.09.2013 (Prognose Stand 29 August 2013) - Freiburg: Wolkig 27°C - zur Smartphone Version: "
"positive","Die.  und ich sind zwei heiße schnitten :'DD"
"neutral","Ach ja, diese Heimschiedsrichter... #Eintracht"
"neutral","Liebe ? — Nur unter Brüdern !!! "
"neutral","Photo: ""Klima, Kröten, Kernkraftwerke"": 40 Jahre Umwelt im ZDF (BILD) View Post "
"neutral"," most flexible everrr"
"neutral"," die Frage war anders gemeint. Wozu eine SSD benötigen um After Effects nutzen zu können?"
"positive","ALEMANHA (4-5-1): Neuer; Schmelzer, Hummels, Mertesacker, Lahm; Gündogan, Khedira, Özil, Müller, Reus; Klose"
"neutral","Ach ja, schlafen. Check."
"neutral"," meine nachbar wohnung war mal ein wechsel wohnung 4 monate frei 4 monate nicht .. 4 monate .."
"neutral","RT : Speed Beauty von  :)) in dem neuen #ccbparis Katalog :))  "
"neutral","Helmscheid wird zur Festmeile:  Ein kleines Dorf feiert groß: Auf sein 1175-jähriges Jubiläum blickt Helmschei... "
"neutral","Beko BBL Champions Cup 2013: Albatrosse schlagen Bamberg 79:78 "
"neutral","  Guten Abend!"
"neutral","I liked a  video "
"neutral","Neues aus Astronomie und Physik wurde gerade veröffentlicht! "
"neutral","  AfD eine Art FDP minus Eurohörigkeit. Libertäre Partei=Freiheit des Individuums?Problem:Deutsche wollen Sicherheit"
"neutral","10 Steuertipps: Was Sie in diesem Jahr noch erledigen sollten "
"neutral","Acer Liquid S2 mit 4k-Kamera wird teurer als erwartet "
"neutral","RT : Welche KVs aus NDS brauchen den Sonder-Kompass (PRISM/NSA) ? - bitte schnell hier eintragen "
"positive","#ff  #ff  #ff  #ff  #ff  #ff  Ich verbeuge mich vor dem großen Autor, Chapeaux!"
"neutral"," nah.. oh sedapp.. "
"neutral","Bundesregierung: Deutschland schließt eine Beteiligung in Syrien aus: Die Bundesregierung schließt erstmals öf... "
"neutral","Dieses Video muss bis zur Wahl wirklich jeder gesehen haben: "
"neutral","Bundeswehr TV überträgt 'Eine mörderische Entscheidung' nach Afghanistan ... "
"neutral","Hosting: Ausfall eines Core-Routers bei einem Vorlieferanten, RZ Wuppertal derzeit nur schwer erreichbar."
"positive"," OK, das war jetzt nur bedingt lustig :D"
"neutral","  Internetgold XD, frisch rausgekratzt von Afrikanischen Sklaven aus den Internetmienen."
"positive"," dachte, dem würde die Streichelorgie gelten ;)"
"neutral","\o okay, was hast denn angestellt? The wohl eine falschmeldung; nur halb so fein."
"neutral","Siemens erhält Auftrag für 24 Windkraftanlagen aus Frankreich "
"positive"," extrem hübsch!"
"positive","RT :  #michealisthebestest #michealisthebestest #michealisthebestest PLEASE FOLLOW US MICHAEL x 8"
"negative"," Hohoho. *lacht böse*"
"neutral","interims management: Also was genau ist Industrie wie Bezüglich Inzwischen Operationen? "
"negative","RT :  I'm an idiot."
"negative","killer Anders Behring Brei... "
"neutral","Schifffahrt: Schleusenwärter wollen historischen Streik beenden "
"negative"," wuuut"
"neutral","Au Backe! #Friedrich sieht alle Vorwürfe in #NSA-Affäre ausgeräumt "
"neutral","Tote bei erstem Herbststurm "
"negative","RT : Hoffe  kommtnach #UnderTheDome nicht auf die tolleIdee einen ihrerFilme danach zu produzieren.Sehe schon ein""Underthe…"
"positive"," deutschland! ;)"
"negative"," aber ohne rae und Xavier :("
"neutral","#gutenacht Die Onliner der #ThüringerAllgemeine melden sich ab 9.00 Uhr wieder."
"negative","Autsch autsch autsch! Sag doch einfach, dass du homophob bist, weil du denkst, dass Homosexuelle keine guten Eltern sein können! #wahlarena"
"negative"," ok😔"
"negative","Die Schuhe passen halt überhaupt nicht!!! #ShoppingQueen"
"neutral","  ich schicke euch später die links... einige bilder sind bisschen ""noise"" dabei &gt;.&lt;"
"neutral","Morgen dann wacker Wacker schlagen. #roteerde #bvbU23"
"positive","  HAHAHA ash didnt fit lol"
"neutral","kleine weiß engel Bolonka: Holzsußra | süße keine bolonka Babys aus ausgezeichneter zucht suche neue schmuselt... "
"negative","RT : Red Bull wollte ""den stärksten Fahrer"" u holt einen Nobody als glasklare Nr. 2. Enttäuschend u langweilig für die #Formel1"
"neutral","TSG protestiert - Brychs ""leichte Zweifel"" "
"neutral","Uh, Andrew Garfield bei Doctor Who. Muss immer lachen, wegen seinem komischen Kopf"
"neutral","Pressemitteilung, Unternehmen, CityBootCamp, Training, Fitness, Ursprünglichkeit, Vielseitigkeit, Intensität, Ge "
"positive","precisei dizer gente, precisei heuheueheue"
"positive"," Geiler scheiss!"
"neutral","da trifft man gleich seine ehemals beste freundin.. nach gut 3 jahren zum essen... kommt mir vor wie'n blind date"
"neutral","DIE LINKE. Bergstraße: Aktiv am Aktionstag gegen Hartz IV "
"neutral","”Zufriedene” Kunden können schnell Ihr Untergang werden. Damit Ihre Kunden zu ertragreichen Stammkun "
"neutral","Das ist ihr Geheimnis – Sarah Michelle Gellar: So schafft man 10 Jahre Ehe: Sarah Michelle Gellar und Freddie ... "
"neutral","STZ: Stuttgarter Zeitung: Medienexperte Haller wertet Kauf der ""Washington Post"" als positives.. "
"neutral","Finde dieses Bild+ total doof. So viele Artikel kann man nicht mehr lesen."
"positive","Thomas Schatz und Mario Rieder wurden auch bei ligaportal.at ins Team der Runde 4 gewählt! Herzliche Gratulation! "
"neutral","RT : Mindestlohn unter 10 Euro &amp; 45 Beitragsjahren erreicht keine Rente über Sozialhilfeniveau: Gysi im Check #wiegehts http…"
"neutral","Die sieht doch gar nicht so scheiße aus?! Die haut da bestimmt schnell ab. #sg"
"neutral"," kurzprosa"
"positive"," Wär total toll wenn's was wird *knuff* ö.ö"
"neutral","Et Adem aussi."
"positive"," AHA....wusste ichs doch. :p"
"neutral","Spannend und dramatisch bleibt ""Long John Silver"" () eine mehr als klare Leseempfehlung: "
"positive","Sorry, dass dieses WE kein Video kam, dafür bekommt ihr jetz in 2-3 tagen schon wieder eins ;)"
"neutral","Nvidia G Sync Grafikkarten Entwickler stellt Anti Tearing Hardware vor: Mit einem neuen Hardware-Modul namens ... "
"neutral","Tu was Gutes! Spenden ohne draufzuzahlen. "
"neutral","Drummer zieht das Hemd aus: schlimm! Streit um Feine Sahne Fischfilet: Punk oben ohne - taz.de "
"neutral","Top Originelle Geschenke "
"neutral","Krise in Kaschmir: Deutscher Orchester-Auftritt löst diplomatische Turbulenzen aus "
"neutral","Total überfordert! Was muss man nu unbedingt haben??? #Spiel13"
"neutral"," Breizh sur seine."
"neutral","Alle so aus meiner klasse: IH SCHULE, BAH KEIN BOCK EW CRYCRYCRY"
"neutral","Was, Wo, Wann? Hier kommen unsere #Veranstaltungstipps für #Süd-#Sardinien: "
"positive","det war doch mal wieder schön. "
"neutral","Meerjungfrauen beißen besser. #FluchderKaribik4"
"neutral","#Jobs #Stellenangebot, Neue Herausforderung, bessere Aufstiegschancen, eine Position die zu Ihnen passt? "
"neutral","RT :  : ""und sie sind also der Sohn von Frau blaskow?"" - nachtwächter des Hotels: ""und das müsst ihr jetzt auf…"
"positive"," Jep! Für mich auch bitte! Guten Morgen! :-)"
"positive"," schöne Träume"
"negative"," größte Umweltsuende ever.... nicht kaufen! !!!"
"positive"," ohne euch wär mir der Umzug nach Stp sicher nicht so leicht gefallen."
"neutral","New video: Tief in meinen prallen Arsch! "
"neutral","Katie Price - Katie Price wünscht sich ein weiteres Baby"
"neutral"," aus der Rubrik «Romantische Komödie oder Soft Porno Titel». :3    "
"neutral","A13 Zwischen AS Kayl und AS Schifflange Bauarbeiten, Fahrstreifen gesperrt, Dauer: 22.08.2013 08:30 Uhr bis 16:00 Uhr #ACL_A13"
"neutral","My Top 3 #lastfm Artists: Rammstein (23), Böhse Onkelz (17) &amp; Sonata Arctica (16) #listen "
"positive","Was ich unbedingt in Dream Team Bros machen muss: EINKAUFEN. x_x"
"neutral","I've collected 46,725 gold coins! "
"neutral","Der Streit um das VW-Gesetz "
"neutral","Eine echte Win Win Situation, die im Internet seinesgleichen sucht Kostenfrei lernen&amp;werbekostenfrei werben "
"positive","Konnt heute den #LPTlive Stream nicht sehen hoffe er wierd bald hochgeladen :D"
"neutral","POL-EL: 2,5 Tonnen illegales Feuerwerk sichergestellt "
"negative","Hab jetzt einen tollen 2 schlaf- / 2 wachphasen rhythmus. Kacke."
"positive","Alle Beiträge und Berichte sowie das wöchentliche FM Media Magazin findet Ihr natürlich auch in unserer Mediathek ;) "
"positive","  Absolut ohni Problem."
"neutral","2 Personen kommen in den 6969 Tweet. Noch wer? Nein? Ok."
"negative","Wenn Auto zu teuer ist dann nimm doch roller!? - ""äh neee dann doch lieber Bus oder laufen"""
"neutral","iPad Air Tests, Reviews, Benchmarks: Begeisterung “Bestes iPad”! "
"neutral","Siemens Gigaset C475 IP: welche Tasten muss ich drücken um die nummerunterdrückung auszuschalten? "
"negative","RT : Sorge um die Distillery. Grottenschlechte Leipzig-Hymnen. Highfield – Der Film. [Leipzig Update] "
"neutral","#Kurier #Chronik LKH Graz kommt nicht zur Ruhe: Dialysepatient verstarb, weil notwendige OP verschoben w... "
"positive"," sei nicht so böse D:"
"positive"," Happy birthday! Alles Gute und bitte nicht aufs Alter schauen, wenn heute gefeiert wird! ;)"
"positive","RT : OMG... ICH lache :-D RT : Hier endlich das GIF zum Ausparkmanöver des Jahres! "
"negative","Twitter auf meinem Laptop geht nicht mehr ?! O.o"
"neutral","New post: 18.05.2013 : Borussia Mönchengladbach - FC Bayern München 3-4 "
"neutral","Ex-US-Finanzminister warnt vor neuer Finanzkrise #Handelsblatt "
"positive"," Interessanter Punkt :-D"
"neutral","#Cancer causing #Foods. Avoid it. #Krebs förderndes Essen. Besser meiden. "
"neutral","interimsmanagement angebote: Schmerz Operationen Ärzte "
"neutral","Erhöhter Umsatz: Foxconn unterstützt Apple beim Versand der Produkte: Laut Angaben von DigiTimes unterstützt d... "
"positive"," Dank Dir!! Fürchte erst danach..."
"positive","supi schwarz bitte        "
"negative","Ich muss mir morgen erstmal einen haufen schminke ins Gesicht klatschen, damit ich ausnahmsweise mal gut ausseh. #lt"
"neutral","RT : Kontakt Schrott Ankauf NRW "
"negative","RT : ... lustig.. jeden fauche ich an, nur Lea nicht.. Wtf?"
"neutral","Verspätete Zahlung: Nach 17 Jahren erhält Mann sein Preisgeld "
"neutral"," Zuerst der XBox Controller, und danach die Bonbons um den Schmerz zu trösten."
"positive"," achsoo :) cool ! Wow. Eigene Songs oder cover ?"
"positive"," Hihi mit Heidi übern Laufsteg? Nö:))) danke Dir :)))"
"neutral","Gutschein UpdateEdited: "
"neutral","flitterwochen "
"neutral","Verdeckt liegende Klingen reduzieren Verletzungen "
"negative","  Waaassssss???? Wer sagt sowas denn? Alter Schwede 😳!Hoffe nicht die Jungs selber!"
"neutral","Das bei unserem neuen Feature recht bald mal ein Film von Nicholas Cage zum Handkuss kommt, war anzunehmen. Hier... "
"negative","Was ihr labert, ey. Mein WhatsApp ging die ganze Zeit. Ihr habt’s einfach nicht drauf."
"neutral","MCM Investor Management AG: Vermeintliche Schnäppchen können teuer werden "
"neutral","RT : Wozu das Gejammer? Gegen Cyber-Mobbing hilft: 1. Account schützen 2. blocken 3. Support kontaktieren 4. Anzeige erstatten 5.…"
"neutral"," Alles schon probiert. Nix. Hilft nur mehr abdrehen."
"neutral","Clogs: Birki #MALIBU AC 129122, Unisex-Erwachsene Sandalen,... "
"neutral","scharfmitbedarf (45) aus ***** #geil jetzt #bumsen Link: "
"negative","  heung :("
"positive","#schönstes #wochenende #seit #langem #wandern #blöd #fotos #wunderschön #mit #euch #zwei  ... "
"positive","#Endlich Zuhause "
"positive","   Ja, total merkwürdig. Aber auf das sinnlos rumfahren, hätt ich sogar Bock. xD"
"neutral","Ich habe ein -Video von  positiv bewertet: "
"neutral","RT : Führungskräfte-Entwicklungs-Programm! Praxisnah, roter Faden, individuell. #Bayern #BW #NRW #Sachsen #Niedersachsen http…"
"negative"," oha, dachte dein Typ war da gefragt :-/"
"neutral","Umstrittener Steuerdeal: Klares Kentern: Kieler Oberbürgermeisterin Gaschke tritt zurück "
"neutral","Photo: #brandon #rage #richter #brandonrage #brandonrichter #motionlessinwhite #miw ~ "
"neutral","Heiko berichtet über ""Die Terror-Kröte vom Oggenrieder Weiher"": "
"neutral","Der Herbst bringt große Raubfische "
"positive"," Süß ^^"
"positive","♫ Lerelei Lerelei ohhhhhhhhh Lerelei ♫ Maite #EventoDigital"
"neutral","UFO-Pressekonferenz - Hochrangige Militärs packen aus (Coalition for Freedom of Information) "
"negative","Unterschenkel gezerrt. Yeaaeeh."
"neutral","Fußballspiel wegen linken Übergriffen abgebrochen "
"neutral","'Arbeit und Struktur' geht unter die Haut [ziemlich große Literatur], RIP Wolfgang Herrndorf "
"neutral","ACHTUNG! BIS AUF WIDERRUF KEINE FORD VERMITTLUNGEN ÜBER HESSEN MÖGLICH! Testkäufer waren unterwegs..."
"neutral","Mini-Teenies spielen Stadt, Land, Star. Flüsse sind wohl heute nicht mehr so trendy."
"neutral","RT : 1/2 Hammerstory v : EU-Kommisar Oettinger streicht unliebsame Zahlen zur Subvention von Fossil u AKW. ht…"
"neutral","RT :        uzta nah..?"
"positive","Stilvoll Paris-Bilder bearbeiten 😜 #paris #bildbearbeitung #lightroom #endlichkommichdazu #eiffelturm… "
"neutral","  Gewinne? Gerade durch den Euro und die Minizinsen (1%) werden eben diese Kleinanleger durch Inflation (~2%) enteignet"
"negative","Dank  spiele ich jetzt ohne Scheiß Candy Crush Saga ... es regt mich maßlos auf aber aufhören kann ich auch ned -.-"
"negative"," irgendwann fehlt einem leider die kraft dazu… hm."
"neutral","[EDOEB] Aktualisierte technische Dokumente InTV: Die technischen Dokumente wurden aktualisiert. Freundliche... "
"negative","Einmal Weltuntergang zum Mitnehmen bitten. Danke."
"negative"," Da komm ich persönlich bei dir vorbei und schleuder dir ein Schnitzel ins Gesicht!"
"positive"," Kleiner trost :-).."
"positive"," bin jetzt mit meinen Mädels zur kinder disco :D"
"neutral","Magdeburger erzielen 38:31 gegen Balingen-Weilstetten: Zweiter Sieg im zweiten Spiel: Perfekter . . .: Magdebu... "
"neutral","Aus drei Xylem-Gesellschaften wird eine: Drei bisher unabhängig voneinander agie­rende Xylem-G... "
"positive",": Ashley darf dann gerne auf eine aussichtslose Mission gehen... ^^"
"positive"," nimm doch den Besen und reite los ;-) #hexhex"
"negative","Aufwachen und feststellen, dass der Arm taub ist. Voll drauf gepennt. Nice."
"neutral","++ Teilnehmer des BAR- UM Cup 2013 ++  Das 2. Team aus dem Barnim ist der BSV Ro...: ++ Teilnehmer des BAR- UM... "
"neutral","Plakate plakativ günstig gedruckt: unsere Top-Angebot noch bis Ende September. "
"neutral","Die Cocktail-Unterversorgung beheben \o/ (@ Zyankali Bar w/ ) "
"positive"," Kein Problem Süße! :)&lt;33"
"negative","RT : Ich: 'Meine Kreditkartenrechnung...' Ichi: (singt laut): 'I DON'T CARE! Lalalala'. Na danke XD"
"neutral","Sitzt oder steht grad jemand neben jakob glaser ? # dringend"
"neutral","Datendiebstahl: Eigenschäden durch Hackerangriffe &amp; Cyberkriminalität abdecken – Interview Ralph Günther exali.de "
"neutral","Android 4.2.2: Galaxy S2 Plus bekommt es, das Original nicht? "
"neutral","Sexy Brillenschlange macht einen Blowjob im Badezimmer:   Category: Amateure, Blasen, Deutsche Pornos, Handjob,... "
"neutral","RT : Wenn Steinbrück Klartext zur Pflege spricht, merkt man, dass er weiß, wo den Menschen der Schuh drückt. #tvduell #steinbrüc…"
"positive","Deshalb arbeite ich nicht mit Astrologie, immer ist etwas dabei, was weggeworfen werden kann ;-) Zu viel Bla bla "
"positive","RT : Ich muss wieder mehr Beats machen. NEVER SLEEP CAUSE SLEEP IS THE CAUSE OF DEATH #nasvoice #music… "
"positive","Schön: Die zwei alten Creative Commons-Recken  &amp;  im Jugendradio Schnappfisch auf Tide HH: "
"neutral","Nachrichten Dorsten Bottrop: Zwei Jugendliche nach Raubüberfall leicht verletzt "
"positive","Hn &gt;&lt; Der Himmel sieht grad sooo schön aus! *^*"
"neutral","#Schock #Karriereleiter #Burnout #Stress #Zeitdiebe #Lebensqualität #Workaholic #Arbeitgeber #Unternehmer "
"negative","Scheitert Zusammenarbeit am Geld??? "
"neutral","Zahl des Tages: 90% der Deutschen schätzen die Bedrohung durch #Naturgefahren als gering ein "
"neutral","Kleiner Auszug der Filmsammlung eines Collection Edition Sammlers von Horrorfilmen. "
"positive","Hab voll bock nachher Pokemon Puzzle League spielen. lass euch dann davon teil haben =3"
"neutral","825 Tage und jeder davon war wundervoll weil ich dich kenne &lt;3 // Off ~"
"negative","Wir nehmen dafür Elsass Lothringen zurück haben: Montag wird Hölle."
"negative"," CTF?! WUT..."
"neutral","kleine Übung: Ich hab 10 Green Day Alben. Alle Ca. 56 min. Hab um 01:00 angefangen sie zu hören. Hab alle fertig. Wie müde/tot bin ich??"
"neutral","Ok, letzter für heute: Grasgeflüster #Grünenfilme"
"positive","RT : #gamescom war megahammer, aber das absolute Highlight: ZOO TYCOON! ZOO TYCOON! ZOO TYCOON! #xboxgamescom"
"neutral","(164) Zufrieden stellte Christian fest, dass Nadia zuhause keine Terrarien hatte. "
"negative"," 😶😟 waab."
"neutral","RT : Come on boys!!! Kämpfen &amp; nicht zu hoch verlieren! #FCN #sgefcn"
"neutral","RATGEBER: DASH Diät statt Crash Diät – Damit senken Sie Ihren Bluthochdruck dauerhaft "
"positive","2 Stunden Marathon sind nicht gerade spannend, währenddessen lieber ""Scrubs"" schauen. #Scrubs #Marathon #LeichtathletikWM"
"neutral","passiver bi mann: Schutterwald | bi mann 54 170 75kg sucht aktive männer (nicht zu jung) 9 "
"neutral"," oben rechts batterie symbol mit nem kleinen blitz"
"negative","stoner...paul musste seine geliebte katze louie einschläfern raucht 1 für louie &amp; ihn...&amp; schreibt was zum video "
"negative","Das neue Gimp sieht komisch aus D:"
"negative","#schauhin Alltagsrassismus: "
"neutral"," Also mit....ähhh....ja da gehts weiter! *grinsen aber keine ahnung hab*"
"neutral","Badische Neueste Nachrichten: Die Bahn muss umdenken: Badische Neueste Nachrichten: Karlsruhe ... "
"neutral","Comprehend English Tanner"
"negative","Hate me love me trust me. Das Leben kann echt kacke sein"
"neutral","Taberah - Necromancer // Review by Rocktimes.de 7.5/10 empfehlenswertes Kleinod melodischer Metal-Tonkunst...... "
"neutral","ich schlorender in de fress da hast de mehr läer wie de porta nigra #trierisch"
"negative","  Wann begreifen diese Schwätzer endlich, dass ein ständiges ""more and more and more"" nicht funktionieren kann."
"negative","#langeweile macht sich breit..."
"neutral"," werde ergänzen"
"neutral","#Spenden zum Monat der Weltmission nehmen wir auch gerne online entgegen. Hier unsere Projekte » "
"neutral","Wohnungsübergabe – Ablehnung durch Vermieter: Wohnungsübergabe – Ablehnung durch Vermieter Lehnt ein Ver... "
"neutral","MeinMischling.de: Youkon (English Springer Spaniel, Golden Retriever, Gordon Setter) "
"positive","  Glückwunsch!!!"
"neutral","  ha! zinnsoldaten! drosselmeyer lacht!"
"neutral","etwas mehr Druck nach vorne und etwas überlegteres Passspiel dann Klingelt´s bei denen im Kasten  #BMGH96"
"neutral","Fahrradhelm Bicycle Gear Helm Erwachsene Gr. L blau "
"neutral","Luis Figo: Barça wird dominieren, aber ich hoffe auf Real Madrid "
"negative","Toll, alle krank in meinem Umfeld. Ich wars net."
"neutral","Germany Deutsches Third Reich USED 1939 of Set Mi#714-715 $0.99 "
"neutral","Der Club trauert um Arno Wolf "
"neutral","Panitzsch, Borsdorfer Straße aus Ri. Borsdorf Höhe Bushaltestelle aus einem dunkelblauen Caddy beidseitig (Danke, Steffen!) /rs"
"positive","When we were younger (8)"
"neutral","RT : Ein Analyst lässt sich mit Pickelhaube vor einer Karte des Deutschen Reichs ablichten - lustig oder geschmacklos? http:…"
"neutral","Düsseldorfs Bomheuer fällt aus: Fortuna Düsseldorfs Innenverteidiger Dustin Bomheuer (Foto) wird seinem Verein... "
"positive","   ..damo2 lang post nic??? Hahahahaha"
"negative","Instagram aufzumachen war keine gute Idee."
"neutral","Windsurf World Cup Tenneriffa 2013: Köster nicht zu stoppen: Windsurf World Cup Tenneriffa 2013: Köster nicht ... "
"neutral","Gisele Bündchen Snags Another Big Campaign "
"neutral","Elektrische Babywippe/schaukel: Recklinghausen, Westfalen | Im guten zustand, verschiedene Schaukelgeschwindig... "
"neutral","looking up #nofilter @ Bergen auf Rügen "
"negative"," kann man viel gelesen haben davon, nona, aber grundsätzlich so natürlich lächerlich, die Liste! ff"
"neutral","NSA-Spähaffäre: Obamas Ahnungslosigkeit ""sehr unglaubwürdig"": Nachdem US-Regierungsvertreter eing... "
"positive"," krasse Mädchenfarben 😜"
"neutral","RT : Die gouriye is slecht zeg ach ach"
"negative","Fragwürdiger Kulturwandel › Finanzkrise, Investmentbanking, Moral, Neutralisierungstechniken, Selbstwahrnehmung, "
"negative","Toll nicht schlafen zu können nach der Nachtschicht \o/"
"negative"," ICH GLAUB NICHT aber wieso bin ich so nervös ich bin sonst nie nervös aaaah"
"negative","Du bist wie eine Pusteblume. ""Aww,Danke."" ""Einmal geblasen und kein Samen mehr."""
"neutral","Schmerzen beim Sex  dem Problem auf den Grund gehen: (newsmax.de) Schmerzen beim Sex muss man nicht akzeptier... "
"neutral","Versicherung wegen Eigenbedarf kündigen #läuft"
"negative","#tvduell Seehofers Quatsch kann selbst Merkel nicht verteidigen.."
"neutral","Infos über Geschenke Shop bis hin zum Tamaris Online Shop - "
"neutral","RT : Unterstützt den Refugee-Marsch! Bullen kesseln bei Autobahnbrücke Karlsfeld. 4 Supporter + 1 #Non_Citizen verhaftet. https:/…"
"neutral","  war nicht mehr drin für #borussia nach dem ausgleich ??"
"positive","Ihre Augen entkleideten ihn geradezu - langsam aber sicher - Stück für Stück "
"neutral","Facebook bei Jungen News-Medium Nr. 1 - "
"neutral","Gewinne einen neuen 2DS Handheld inkl. dem Spiel Luigi’s Mansion 2. Viel Glück ;) -... "
"neutral","Joby GripTight GorillaPod Stand: kleines, feines Stativ für alle Smartphones "
"neutral","Bei Standards schwimmt Rapid ordentlich. Novota segelt vorbei. Nix passiert. #autscr"
"negative"," echt anstrengend sowas..."
"neutral","RT : Fast 1.000 Besucher beim BGW forum 2013: Um ihre Beschäftigten gesund, motiviert und leistungsfähig zu halten,... "
"neutral"," klar darfst das nicht. Aber ich fühle mich oft auf eine komische Weise bestätigt."
"neutral","RT : appNews: Cover Orange 2: 5-Sterne-Spiel bekommt 40 neue Level "
"positive","War eigentlich ziemlich interessant. Naja, wir durften die erste halbe Stunde auf unseren Lehrer warten xD"
"neutral","Sattelberger: Bislang keine Willkommenskultur in D! Deswegen: Integratives Lernen für Nachhaltigk u soz Verantwortung #visionsummit"
"neutral","Wegen Falschaussagen - Freund des Boston- Bombers angeklagt "
"neutral","Hans Krailsheimer: Talente finden Lösungen, Genies entdecken Probleme."
"negative"," Einfach kein Deo nehmen?! #nutzlosevorschlaege"
"neutral","Wasch- Spülmittel und andere chemischen Reiniger können bis zu 50% reduziert werden - das ist aktiver Umweltschutz "
"positive","Glückliche Ratte! :'3"
"positive","Folgt, verbreitet, unterstützt    "
"neutral","RTL: ""Auf High Heels durch Afrika"": Wild Girls: Sexy Fotos, Schnitzeljagd und ... - Abendzei... "
"positive","RT :  Wer zuletzt lacht, lacht am Besten!"
"neutral","Diplomero: Bildung darf nicht gratis sein "
"neutral","Unabhängige Amtsführung v Sozialministerin #Haderthauer zweifelhaft "
